Job Title,Company,Location,Job Description
System Analyst,ASPIAL CORPORATE SERVICES PTE. LTD.,Kampong Ubi,"System Analyst Job Responsibilities: 
• You are reporting to the IT manager or Project manager and will be responsible for developing, implementing, and maintaining IT applications. Skills required include software development especially in the area of low-code development, understanding of Agile principles, DevSecOps, Microservices and Cloud-based technologies. 
• You will also be either leading or participating in projects to identify and explore suitable technologies and solutions, as well as designing IT application architectures to meet organizational needs. In your role, you will need to be customer oriented, understand business needs and be able to communicate well with different stakeholders. 
• You too will need to do documentation of system implementation plans, user requirements, technical specifications for developers, end-users training and support. 
• Last but not least, you will also need to provide application operation support to end users. 
Job Requirements: 


University in computer science or software engineering
Minimum 8 years of hands-on experience in system analysis & design of complex IT systems.

Strong design on SOA concept is a must.

• Hands on experience in MSSQL and Postgres table structure design as well as understanding SQL and PGSQL scripts. 
• Have hands on programming experience in .NET, C#, PHP as well as low-code programming will be an added value (e.g. Outsystem), Visual Basic 6 will be advantageous. 
• Knowledge in Microservice concept, API Management tool(s), Source Code Repository Tool(s) 
• Strong technical skills and must be able to conceptualize and produce concrete solutions. 
• Strong interpersonal skills and ability to work effectively with all types of people at all levels of the organization. 
• Retail domain experience a plus point. 
• Able to work well independently as well as in a team"
"Lead Consultant, Technology Solutions (Sitecore)",Tribal Worldwide Pte Ltd,Kallang,"Position Description

 As a lead consultant you will be responsible for the solution planning and design, oversee the development, testing, debugging and deployment of applications, especially the .NET framework, Sitecore and SQL Server technologies.
The Lead Consultant will work with a team of experienced analysts, developers and business resources to build highly-performing web-based application that improve overall consumer and customer experience.
Employ best practices for designing reusable code and libraries relating to backend features.
Architecture and design of technical guidelines for website and mobile web applications. 
Oversee the design and build of modules and libraries that can be utilised for future use.
Constantly explore new technologies and share with the team for further exploration via POC or show case item.
Client facing and pitch support will be required from time to time to support the new business.
Manage off shore tech partners with the project managers to ensure the delivery of the work is up to the agency standard and clients expectation.
Possess great interpersonal skill to communicate the solution across to audiences from different departments (creative, technology, project management, account servicing, etc)

Job Requirements

This is a professional level role requiring an advanced degree in computer science or commensurate experience and demonstrated experience in enterprise platform solutioning and delivery e.g. Sitecore Web Content Management (XM) / Platform (XP) along with certifications will be a plus point. 
The experience in Sitecore Experience Commerce (XC) will be a plus point.
The knowledge in handling government website implementation on Sitecore or other similar solutions will be a plus point. 
Demonstrated experience in analyzing, designing, developing, and delivering end to end Web applications and Websites
Demonstrates a very high attention to detail and focus on the quality of the work product that is delivered.
Working with technologies needed including, 3rd party APIs, front end development tools, and 3rd party tools to accomplish tasks.
Work with the other team members (front end, backend, and devops) to conceptualize the overall solution(s), evaluate necessary components and raise any drawbacks or concerns
Ability to formulate solutions with the team and execute on written or verbal requirements with thoroughness and attention to detail
Work well with internal and external team members across project management, design and technical development disciplines
Team player, strong consultative and communication skills both written and verbal absolutely a must. 
Demonstrates a good understanding downstream effects of his/her work on other team members work.
Good at troubleshooting and problem solving.
Demonstrates the ability to multi-task and contribute across different projects.
Ability to follow through on deadlines, manage changing priorities, handle change requests and provide quick and efficient solutions.

Minimum education and experience requirements

At least 5 years plus demonstrated experience designing, developing and managing the deployment of Microsoft .Net based software solutions required
At least 3 years of hands on programming experience in Microsoft C#.Net, .NET Core, ASP .Net, Visual Studio, JSON, XML, HTML, CSS, HTTP Protocol, Javascript, and Web Services REQUIRED
Experience working on websites is required (customer facing sites, intranet sites, extranet sites or ecommerce type web sites)
Solid understanding of backend and front-end development
Understanding of functional programming, efficient data structures, and good coding principles
Comfortable working with UX and UI designers, as well as back-end developers in an agile team environment
Experience with backend development will be a plus point to look at the solution in a more wholistic way
"
Integration Consultant,ACHIEVE TECHNOLOGY ASIA PACIFIC PTE LTD,Eunos,"Job Description:
· Design, develop and deliver data integration solutions using webMethods or MuleSoft
· Data integration design using multiple data formats: database, flat file, XML, csv, IDOC, mainframe
· Work closely with support teams for production support and be able to lead-by-example in developing snippets of the code that the team can use and follow when required
· Have deep knowledge of data architectures, data integration and methodologies
· Have a thorough knowledge of working in Agile environments and am familiar with Scrum methodology
· Maintains in-depth knowledge of business operations and understands the technical scope and objectives of each project
· Provides support to Business Partners in analyzing specific business initiatives and identifying the appropriate solutions through the integration of processes, systems and information to fulfill business objectives
Requirements:
· 5+ years experience in designing, developing and supporting webMethods or MuleSoft implementation projects using the webMethods 9.x, 10.x product suite or Mule 3.x and/or 4.x, API and ESB
· Previously worked on webMethods components/concepts e.g. webMethods Designer, Integration Server, CAF 9.0 Applications, BPM (Business Process Model), MWS, WMDeployer, web services, Broker, SOA, Centrasite, Mediator & API Portal (API Management)
· Identify, analyze and develop interfaces and integration flows using Mule ESB Anypoint platform including Mule Runtime, Connectors, Design Center and API Management
· Deep understanding of Synchronous/Asynchronous communication patterns and problem-solving abilities with respect to Message Sequencing, Correlation and Queuing
· Design and Develop Service Oriented Architecture SOA based architecture approaches, design methodologies and design patterns
· Developed/implemented web services (SOAP & REST) and complex XML schemas and data mapping
· Developed Flow Services using adapters such as JDBC Adapter, Salesforce, SAP Adapter, AS400, Flat Files and XML
· Worked with communication protocols like FTP, SFTP, FTP-PGP, HTTPS, AS2
· Mentor team members on new technologies in the area of expertise
· Work on API gateways API portal, setting up security policies using OAUTH, SSO, JWT
· Familiar with CI/CD tools, such as Jenkins and Bitbucket repository"
Senior Consultant (ARCGIS),NCS PTE. LTD.,Ang Mo Kio,"Senior Consultant (ARCGIS)
We have a great opportunity for a talented and self-motivated individual to join our team in NCS. At NCS, we seek to nurture talents in creating and developing innovative solutions. If you are passionate about new technologies and new ideas, NCS could be a place for you!
Business used to rely on technology, now business is technology, and customer experience is the IT experience. Navigating and harnessing this digital transformation quickly is how to get ahead but it comes with challenges. NCS designed to help accelerate digital transformation by making Hybrid IT simple and powering the new way of operations. By leveraging NCS’s strength in infrastructure, partner ecosystems and end-to-end lifecycle experience, solutions are optimized supporting unique business demands.
The Transformation Office brings together a creative workforce that innovates and revolutionise our workplace & customers’ experience. We imbue a culture of commitment to operational excellence, collaboration, people development, and creative thinking. We inspire an outcome that transforms and modernised the way people live and work.
The Senior Consultant is responsible to develop GIS applications using bespoke open source libraries and GIS partner products on design requirements and ensure software are working to specification, program codes have conformed to standards and are delivered with quality meeting schedule and requirements.
Responsibilities
Project Delivery

· Lead team in technical design and development
· Define system-level application architecture that includes high-level design, architectural policies and principles, design and programming guidelines, implementation risks and mitigation measures, software development and integration strategies, software configuration controls, etc.
· Deliver bespoke GIS application and configuration and setup of GIS products
· Front customers in technical discussions and requirements gathering
· Analyse process/program specifications & translate specifications to program codes, conforming to GIS guidelines and GIS best practices
· Make changes to configurable items, which include hardware, software, documentation, etc. It covers configuration management planning, configuration identification, configuration controls & audits
· Provide technical leadership in project(s) or major modules independently.
· Lead and guide the team in the integration testing, system testing, User Acceptance Test (UAT) & implementation activities to fix the reported problems/bugs of the system to ensure the smooth execution of programs in the production environment
· Lead the team in investigation on all reported problems/errors & initiate amendments & testing so that the system can operate correctly & efficiently
· Prepare & maintain up-to-date system documentation.
· Analyse functional requirements to translate into application design using established design methodologies and guidelines
· Perform maintenance scope of work for projects in production

Teamwork

· Design
· Lead and work with the team to ensure design and programme codes conform to architecture and design standards, and that design satisfies functional and system requirements
· Participate in requirements gathering; work with Business Analysts in reviewing and refining functional specifications
· Participate in peer reviews to improve project quality
Requirement
· A minimum of 5 years' experience in building Web Mapping applications using the ESRI JavaScript API, ArcGIS Server 10.x, JavaScript APIs development
· Experience in working .Net/ASP.Net Technologies, web services, Java Script, HTML5 development, & REST API
· In depth knowledge of JavaScript Software Design, Service Oriented Architecture
· Strong knowledge of geodatabase management and ArcGIS Server configuration
· Excellent knowledge in Database design, developing PL SQL queries, stored procedures, and triggers using Oracle / SQL Server
· Develop, deploy, and maintain GIS applications built with ArcGIS Software/extensions
· Must have good knowledge on ESRI suites of technologies like Desktop, Server, ArcPro
· Development experience in ESRI's Arc Objects API
· Development using ArcGIS Pro SDK will be added advantage
· Implementation in cloud will be added advantage
· Experience with 3D map will be preferred
· Must have excellent communication skills and open to learn new technologies
· Self-motivator with a positive attitude and with high energy
· Customer focused
· Proficient in written and spoken English
· Diploma / Degree in Computer Science / Computer Engineering / Information Technology related field, or IT equivalent
· Able to travel as required
"
RPA Developer - MNC / Bedok,TRUST RECRUIT PTE. LTD.,Bedok,"

Leading Japanese MNC 
5 Days work week / Bedok/ Up to $5k 

Responsibilities:
Work closely with Business Process Analysts and users to define, analyse and provide solutions for business requirements.
To develop, test and implement the functionality within scope requirements
To create and maintaining solution documentation

Requirements:
Hands on software development/ programming experiences
Proficient in .Net framework, C#, VB, JavaScript
Familiar with MS SQL Server and the use of T-SQL to write stored procedures, functions, triggers etc
Have knowledge about RPA concept and its development tools, especially UiPath
Good knowledge of ERP concept and implementation

HOW TO APPLY:
Interested applicants, kindly send your resume in MS WORD format to ****@trustrecruit.com.sg or please click on “Apply Now” and provide the below details in your resume.
1. Reasons for leaving ALL your employment2. Current and/or last drawn monthly salary (please provide breakdown)3. Expected monthly salary4. Availability
We regret only shortlisted candidates will be notified.
Important Note: Trust Recruit Pte Ltd is committed to safeguarding your personal data in accordance with the Personal Data Protection Act (PDPA).Please read our privacy statement on our corporate website www.trustrecruit.com.sg.
Trust Recruit Pte LtdEA License No: 19C9950EA Personnel: Koh Choon Ann (Kenny)EA Personnel Reg No: R1765402
"
Senior Software Engineer,STAFFANY PRIVATE LIMITED,Kampong Ubi,"About the company
StaffAny’s mission is to shape and empower the future of work. We provide our users with a remedy that streamlines and automates their painful Operations and HR processes. Our users rely on our superpowers to understand their frustrations and we are here to empower them to make time for what they love.
StaffAny started humbly from Singapore and is growing fast. We are looking to bet on our next rockstar who can learn and grow together with us. You will be part of the early team to shape and accelerate the growth of the company.
About the role
We are looking for a full-stack software engineer based in Singapore with 3 to 5 years of experience to join and grow together with our company. They should have some accomplishments under their belt, and are looking for a challenge or more leadership opportunities.
The ideal candidate has a consistent drive for learning and self-improvement, and would be able to communicate clearly, design and build scalable solutions independently. They should be able to mentor and coach other engineers in their field or specialty.
There is an opportunity in this opening to take on team lead responsibilities, should the candidate be up to the challenge and the company maintain its trajectory.
You are/have

Place great emphasis on learning and growth
Comfortable with both frontend and backend web development and their related technologies
Strong focus on JavaScript related technologies, like Typescript, React, React Native, NodeJS
Understand the business context and how to work with product requirements
An excellent technical communicator that can explain technical concepts to non-technical colleagues
Experience in SQL databases like Postgres and Git version control
Experience working in a sprint-based delivery structure
Bonus: Experience building systems at scale

You will find yourself

Collaborating with engineers, designers and product managers on features
Designing the technical specifications of features and implementing them, whilst considering existing systems and future extensions
Driving system quality by proposing and working with the team to implement improvements, devising operating procedures and peer-reviewing code changes
Researching, proposing and implementing new frameworks and technologies as and when required
Coordinating testing with design and product teams
Troubleshooting and fixing bugs and other issues
Contributing to and writing documentation for the team

The offer

The opportunity to be part of the team that paints StaffAny’s story.
Be part of a fast-paced growth environment that always stretches you and forces you to be slightly uncomfortable
Work with talented, intense and motivated colleagues in a dynamic and vibrant environment
"
MSBI Developer (JD#7559),SCIENTE INTERNATIONAL PTE. LTD.,Changi,"Job Summary
Our client is looking for an experienced MSBI specialist with rich experience in Data Warehouse.
Mandatory Skill-set

Bachelors in Computer Sciences or relevant;
Minimum 3-4 years of experience in MSBI Stack i.e. SSIS, SSAS, SSRS, SQL, T-SQL;
Experience in building end-end ETL flows for DWH application;
Hands-on expertise in SSAS Multidimensional Cube development with MDX language;
Good understanding of DSVs, dimension-measure group relationship set up, attribute key processing, partition processing;
Some experience in TFS (Team Foundation Server), GitHub, Azure Dev Ops;
Hands-on experience in creating, modifying SQL queries and understanding data models;
Able to provide support on SQL environment of multi-server and multi-tenant architecture;
Capable of delivering under critical environment pressure, resolve complex production issues & provide support when required;
Excellent verbal and written communication skills;
Independent and strong team player with good inter-personal skills.

Desired Skill-set

Knowledge in Scrum/Agile methodologies;
Microsoft Business Intelligence certified;
Experience in Financial Services Reporting and Compliance.

Responsibilities

As MSBI specialist, work with offshore teams in supporting regional regulatory reporting environment;
Ensure stability and availability of production environments and associated applications and interfaces;
Will be involved in analysis and scripting SQL queries for data analysis and data extraction, implement new regulatory changes, create new reports etc.;
Collaborate with internal technical team/users in investigating, testing and together providing delivery solutions;
Ensure proper maintenance of applications by trouble shooting problems and providing effective solutions related to SQL server or Business Intelligence tools;
Participate in release management during testing and development stage.

Should you be interested in this career opportunity, please send in your updated resume to *****@sciente.com at the earliest.
When you apply, you voluntarily consent to the disclosure, collection and use of your personal data for employment/recruitment and related purposes in accordance with the SCIENTE Group Privacy Policy, a copy of which is published at SCIENTE’s website (https://www.sciente.com/privacy-policy).
Confidentiality is assured, and only shortlisted candidates will be notified for interviews.
EA Licence No. 07C5639"
22424631 Assistant Vice President,CITIBANK N.A.,Changi,"The Applications Development Senior Programmer Analyst is an intermediate level position responsible for participation in the establishment and implementation of new or revised application systems and programs in coordination with the Technology team. The overall objective of this role is to contribute to applications systems analysis and programming activities.
Responsibilities:

Conduct tasks related to feasibility studies, time and cost estimates, IT planning, risk technology, applications development, model development, and establish and implement new or revised applications systems and programs to meet specific business needs or user areas
Monitor and control all phases of development process and analysis, design, construction, testing, and implementation as well as provide user and operational support on applications to business users
Utilize in-depth specialty knowledge of applications development to analyze complex problems/issues, provide evaluation of business process, system process, and industry standards, and make evaluative judgement
Recommend and develop security measures in post implementation analysis of business usage to ensure successful system design and functionality
Consult with users/clients and other technology groups on issues, recommend advanced programming solutions, and install and assist customer exposure systems
Ensure essential procedures are followed and help define operating standards and processes
Serve as advisor or coach to new or lower level analysts
Has the ability to operate with a limited level of direct supervision.
Can exercise independence of judgement and autonomy.
Acts as SME to senior stakeholders and /or other team members.
Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.

Qualifications:

5-8 years of relevant experience
Experience in systems analysis and programming of software applications
Experience in managing and implementing successful projects
Working knowledge of consulting/project management techniques/methods
Ability to work under pressure and manage deadlines or unexpected changes in expectations or requirements

Education:

Bachelor’s degree/University degree or equivalent experience

This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required."
Main Frame Developer,KOH INFRASTRUCTURE SERVICES PTE. LTD.,Eunos,"Job Description
a. Code, modify, test, correct and document new and existing programs using assigned languages, tools and coding conventions;
b. Code, modify, test, correct and document new and existing JCLs;
c. Analyse the program specification to produce all testing condition and produce test data based on identified test conditions;
d. Prepare JCL to load DB2 table or define VSAM files with the extracted test data for performing the various tests, eg stress test, regression test, performance test etc. When tested successfully, repeat the process for creating production DB2 & VSAM files;
e. Prepare and maintain program and system documentation;
f. Assist in establishing file structures and processing logic requirements;
g. Produce deliverables according to group standards and procedures;
h. Assist Project Leaders in the study and design of application systems and work coordination, project management and user training work;
i. Troubleshooting and supporting end-users in the implementation and maintenance of application systems;
j. Train other contract programmers in the relevant skills;
k. Participate in Disaster Recovery activities eg simulation exercises at Disaster Recovery site;
l. Learn / pick up new programming skills related to System Development and Maintenance as assigned by the supervisors; and/or
m. Any other tasks related to System Development and Maintenance as may be assigned by the supervisors.
Job Requirement
a. Able to speak and write English proficiently;
b. At least five (5) years' post graduate programming experience on IBM mainframe z/OS and CICS operating environment using TSO, ISPF, COBOL for z/OS, CICS COBOL, JCL and other utilities;
c. At least five (5) years' post graduate hands-on programming experience using COBOL for z/OS and CICS COBOL in processing IBM VSAM and sequential files and able to maintain VSAM file structure;
d. At least five (5) years' post graduate working experience in preparing JCL for compilation, linkage and execution of COBOL for z/OS programs, Sort and other IBM Utilities;
e. At least five (5) years' post graduate hands-on programming experience using DB2/SQL in COBOL for z/OS and CICS COBOL programs;
f. Able to use ISPF Editor to write and maintain programs and JCLs;
g. Able to code BMS Macro and the various field macro parameters to define all the map elements and their characteristics and to assemble the coded source into physical and symbolic map layout for the application program;
h. Able to handle job compilation using JES2 and analyse compilation result using SDSF facilities;
i. Able to debug JCLs and programs written in COBOL for z/OS and CICS COBOL;
j. Able to use ISPF and JCLs and programs to prepare test data and test data sets;
k. Able to conduct unit, module, functional and volume tests; to analyse the test results and to take corrective actions."
Magento Developer,CHALLENGER TECHNOLOGIES LIMITED,Kampong Ubi,"We’re looking for an experience PHP full stack developer who has good knowledge in Magento 2 platform, PHP, JavaScript, CSS, HTML, Ionic/React app for our new and exciting subscription business.
You will be working in ITEZ.sg, a subsidiary under Challenger Technologies Limited.
Responsibilities:

Build efficient, testable and reusable codes.
Integrate software components and/or Magento addons into a fully functional software system.
Develop and maintain Hybrid App and APIs.
Develop, record and maintain cutting edge web-based Magento/PHP applications.
Work cross-functionally to convert business needs into technical specifications.
Ensure HTML, CSS, and shared JavaScript is valid and consistent across applications.
Integrate with 3rd party APIs (REST / SOAP).
Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality.
Assist in software development, enhancement, debugging, testing and QA maintenance of the backend application.
Assist with technical solutions for product features and reliability features.
Provide solid and reliable documentation on completed work items such as code, concepts, and logic.
Contribute in all phases of the development lifecycle.

Requirements:

Experience in one or more of these technologies: Magento 2 Platform, PHP, HTML, JavaScript, CSS, React or Ionic Framework.
Magento certification will be an added advantage.
Knowledge of cloud and experience with Magento would be a strong advantage.
Understanding of Tools: Github, Docker
Excellent debugging, analytical, problem-solving, and good communication skills
Passionate in building a new team and creative in suggesting or implementing new solution to all new and existing application.
Ability to work under pressure and deliver result in a fast-paced environment within tight deadline.
Experience in developing e-commerce portal would be an added advantage.
"
"Senior Software Developer (PHP, Drupal)",Industrial Electronics Pte Ltd,Kallang,"Job Description

Merge source code
Testing and deploy to production server
Participate in the full life cycle of products from requirement analysis to design, development, localisation, customisation, deployment and maintenance
Design and develop the system
Breakdown the tasks to Junior Software Developers
Evaluate Plugins
Provide different options (buy plugins/develop our own plugins) to achieve the same goals

Job Requirements:

Candidate must possess at least Bachelor's Degree/Post Graduate Diploma/Professional Degree in Computer Science/Information Technology or equivalent.
Required language(s): English
At least 3 Year(s) of working experience in the related field is required for this position.
Required Skill(s): PHP, Drupal, HTML5, CSS, MYSQL, Technical Expertise in SEO and SEM, Proficiency in English
Preferably Senior Executive specialized in IT/Computer - Software or equivalent.
Self-moltivated and able to work well in a fast-paced environment
Have experience in developing large scale/traffic web site
Candidates must be in Singapore
"
Fullstack Developer - Application Developer - Java FullStack,IBM SERVICES TALENT DELIVERY PTE. LTD.,Changi,"About Us: 
IBM’s greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy, and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society, and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries. 
At IBM, work is more than a job — it's a calling. To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. To lead in this new era of technology and solve some of the world's most challenging problems. Let's put smart to work. 
About the Job: 
As a Full Stack Developer in IBM, You will: 
• Codes, tests, debugs, implements, and documents programs. Assists in the modification of company products and/or customer/internal systems to meet the needs of the client and/or end-user. 
• Gathers information from the system, analyzes program and time requirements, and prepares documentation to change existing programs. 
• Performs advanced and complex programming, coding, and documentation of systems and applications software. 
• Conduct, and guide others, in technical software development, testing, and debugging systems and software applications, as needed. 
• Compile and prioritize enhancements and defect resolutions to applications, implementing changes. 
• Analyze business requirements and prepare detailed technical specifications to write applications and programs. 
• Key contributor into the strategy and technical planning of system/application technology in accordance with internal and external software compliance standards 
• Independently handle complex issues with minimal supervision, while escalating only the most complex issues to appropriate staff. 
About you: 
You are someone we are looking for if you have the following expertise: 
• Preferably have completed at least one (1) project using Scrum or equivalent as the Agile software development framework if participating in an Agile development project. 
• Effective oral and written communication skills in English with excellent interpersonal skills. 
• Experience in analyzing info, and problem-solving skills. 
• Ability to communicate ideas in both technical and user-friendly language. 
• Knowledge and experience with REST APIs, creating API-centric microservices applications, working and connecting with API. 
• Proficiency in one or more API M platforms (WSO2 / Mulesoft / Azure/AWS API gateway/ Apigee). 
• Proficiency in one or more backend languages (Spring boot / NodeJS / Python). 
• Proficiency in one or more frontend frameworks (HTML5 / Angular / React). 
• Experience developing on both mobile and web platforms. 
• A proven track record of successful project/product implementation with Continuous Integration, Continuous Delivery, Pair programming, and Test-Driven Development. 
• Experienced in Java 8, Scala. 
• Knowledge in Redis, Docker, Jenkins, Teamcity, SVN, GIT, and GIT LAB. 
• Knowledge in HTML5, CSS, Javascript, React, React Native, Redux, Angular, NodeJS, Java, Spring Boot, C#, Python AWS Cloud, J2ee 
Desired Background: 
• at least a diploma in Computer Science, Computing, Electrical Engineering, IT or equivalent with Java training or certification with 
• at least one (1) year of experience in system analysis, design, and programming. 
• full-stack development experience 
• Experienced in Cloud and Data applications such as React.JS, Power BI, Kong, AWS 
• Excellent communication and articulation skills. 
Your Life @ IBM 
What matters to you when you’re looking for your next career challenge? 
Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities – where you can truly discover your passion? Are you looking for a culture of openness, collaboration, and trust – where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible. 
Impact. Inclusion. Infinite Experiences. Do your best work ever. 
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
Software R&D Engineer,BAIFU PTE. LTD.,Kampong Ubi,"Department: Software R&D
Job Highlights: Virtual Reality, Artificial Intelligence
Job Responsibilities:
1. Responsible for the development of VR programs
2. Responsible for the development, maintenance and optimization of VR engine logic
3. Responsible for VR audio engine development, maintenance and optimization
4. Solve feedback bugs and network optimization
Qualifications:
1. Computer software related major, bachelor degree or above;
2. More than 3 years of development work experience, solid C++ foundation, familiar with Python;
3. Familiar with TCP/IP protocol, Socket server-side communication technology, deeply understand the principle of routing and switching and the second and third layer network technology
4. Familiar with operating system principles and network programming
5. Familiar with object-oriented system design and development, familiar with common data structures and algorithms
6. Familiar with mysql, mongodb, redis database
7. Familiar with Skynet, Pomelo, KBEngine, Leaf and other open source frameworks is preferred, experience in game server development is preferred,
8. Experience in Linux development environment"
Java Developer,KOH INFRASTRUCTURE SERVICES PTE. LTD.,Eunos,"Working Experience and Job Description
(i) Have six (6) years’ experience in each of the programming
skills:
- JSP,
- Servlet,
- Java Bean,
- Java Script,
- Session management
- JDBC, SQL
(ii) Have five (5) year experience in coding programs using each of
the skills:
- MVC modeling;
- Java Server Faces
- EJB (session, entity & message, Service Locator, Business
Delegate, Data Transfer Object, Data Access Object),
(iii) Preferably have hands on experience on the following:
- IBM RAD9.0 or above or Eclipse or equivalent
- Portal and Portlet development using JSF
- Jtpl (page template)
- n-Tier Architecture
- Java Web Security/LDAP
- JEE Security
- JEE Transaction
- XML
- Web Services (WSDL)
- JNDI
- Ajax
- JSON
- UML diagrams
- Secure coding to prevent application vulnerabilities (for eg.
Cross-site scripting; Injection vulnerability flaws such as SQL
injection, command injection; Race conditions; Improper error /
exception handling, etc)
Job Description:
The Programmers shall be required to:
i. Code, modify, test, correct and document new and existing programs using assigned languages, tools and coding conventions;
ii. Prepare and document test data;
iii. Prepare and set up testing and production environment;
iv. Prepare and maintain program and system documentation;
v. Assist in establishing file structures and processing logic requirements;
vi. Produce deliverables according to group standards and procedures;
vii. Assist Project Leaders in the study and design of application systems and work coordination, project management and user training work;
viii. Troubleshooting and supporting end-users in the implementation and maintenance of application systems;
ix. Train other contract programmers in the relevant skills;
x. Participate in Disaster Recovery activities eg simulation exercise at
Disaster Recovery sites;
xi. Learn / pick up new programming skills related to System
Development and Maintenance as assigned by the supervisors;
xii. Any other tasks related to System Development and Maintenance as assigned by the supervisors."
Software Engineer,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Changi,"Job Description:
1. The person in charge will be primary contact for Production support queries in the Platforms representing Regulatory Change Management Portfolio.
2. The role has high leadership visibility across multiple teams and multiple locations.
3. Day to day responsibilities include
· Be the point of contact for any production issues being reported by any of the stakeholders.(SRE, Business teams, Customers, Vendors, regulators etc..)
· Triage the issues and identify the correct owners.
· Resolve the issues under the team’s ownership adhering to the SLA’s defined in strict conformance with the company issue management and data security standards.
· Handover and takeover issues across teams and time zones.
· Escalate high priority issues to leadership to get necessary attention.
Compliance Platforms
We have challenge in terms of rotating Software developers for performing the L1 roles and it impacts the committed business programs. Hence, we are looking to have a dedicated role for L1 production support engineer who is fluent in Java/J2EE and Production support.
Requirements
· 6+ years of experience as a Java Production Support Engineer role.
· Preferably BE/B-Tech engineering degree.
· First responder for any issues that arise in the Compliance platform during APAC Day time.
· Be the point of contact for any production issues being reported by any of the stakeholders.(SRE, Business teams, Customers, Vendors, regulators etc..)
· Liaise with L1 Support Engineers from other locations and handle issue management using follow the sun model.
· Engage with appropriate L2 teams to drive the issues to closure
This position is 1 Year contract.
UEN:199700895N"
Senior Java Developer,NETWORK FOR ELECTRONIC TRANSFERS (SINGAPORE) PTE LTD,Toa Payoh,"Position Summary

You will work as part of a team that is primarily responsible for the Application Development & delivery of JAVA/J2EE based applications in NETS.
You would focus on building the rich frontend and / or the scalable backend based on JAVA/J2EE & other integration frameworks.
You are a Java architect by training having led small teams in at least a few cycles of SDLC, developing robust J2EE based software, utilizing open source frameworks such as Hibernate and Spring.

Key Responsibilities

Design, develop, code and test to agreed technical specifications and ensures appropriates quality standards in line with the organization’s policies are applied
Translate design concepts, prototypes into responsive user-friendly GUI (Graphical User Interface)
Assist with requirements gathering, analysis and development of functional and technical specifications to meet the business requirements
Assist in user training, user acceptance testing & provide application support before and after implement
Debugging complex application problems and produce quality software documentation, including requirements specifications, design documents and unit test plans.
Coordinate with other internal technology teams such as Software Quality team, Infra-server, Infra-DBA to deploy new products into UAT and production smoothly
Support continuous improvement by investigating or researching alternative/new technologies and presenting these for architectural review

Requirements

Bachelor’s Degree in Computer Science or other related Technology disciplines in medium to large organizations
At least 5 years’ experience in Java EE Programming (JSP, JDBC, EJB, JMS, JNDI, Servlets)
Strong JAVA/J2EE software architecting and engineering skills preferably with full stack knowledge from UI to DB, with a stronger focus on backend development
Familiarity with the following technologies:
Open-source frameworks such as Spring MVC, Hibernate
TCP/IP protocol between terminals and web servers
Tools such as JIRA, Jenkins, GIT, MavenTCP/IP
Web Services (WSDL, XML, SOAP,REST, JSON)
Prior experience working with relational Databases such as MySQL
Strong experience in multi-threaded programming.
Working knowledge of HTML 5, CSS, JSON, Javascript/AJAX, jQuery, would be advantageous
A proactive team player who thrives in a fast-paced dynamic environment
An excellent communicator, highly motivated with a keen eye for detail
"
